s,id,date_time,airline,timezone,tweet
0,5.70017101097935E+017,2015-02-23 16:27:21 -0800,American,Eastern Time (US & Canada),@AmericanAir two cancel flightled lga flight @Delta take look like new carrier @Delta
4,5.70016890996666E+017,2015-02-23 16:26:31 -0800,American,Eastern Time (US & Canada),@AmericanAir lady b1 abq 5347 2/23 great service among several cancel flightlations
0,5.70016770708283E+017,2015-02-23 16:26:03 -0800,American,Central Time (US & Canada),@AmericanAir ways get 50 minute wait book flight ?
2,5.70016517829624E+017,2015-02-23 16:25:02 -0800,American,Alaska,@AmericanAir provide guidance work resolve issue
0,5.70015876902232E+017,2015-02-23 16:22:30 -0800,American,nan,@AmericanAir really ? close gate 10:30 instead of40.I get 10:39. wudda put ktn like ask wudda make
0,5.70015527961272E+017,2015-02-23 16:21:06 -0800,American,London,@AmericanAir try change flight via dfw tomorrow not get thru phone long wait cut x2 help please ?
4,5.70015432750399E+017,2015-02-23 16:20:44 -0800,American,nan,@AmericanAir thank follow up- finally work !! finger cross new flight work
0,5.70015279654294E+017,2015-02-23 16:20:07 -0800,American,nan,@AmericanAir stick tarmac clt gate not open hope not miss connection ....# logistics #AmericanView
0,5.70014637397295E+017,2015-02-23 16:17:34 -0800,American,nan,@AmericanAir wait hold two hours call really unreliable
4,5.70014602903339E+017,2015-02-23 16:17:26 -0800,American,London,@AmericanAir not board today watch report unfold twitter still proud
0,5.70014299625787E+017,2015-02-23 16:16:14 -0800,American,Eastern Time (US & Canada),@AmericanAir delay rebooked flight ?!
0,5.7001328918863E+017,2015-02-23 16:12:13 -0800,American,Eastern Time (US & Canada),@AmericanAir several miss communications able get ord not home yet not sure get due error
2,5.70013116857238E+017,2015-02-23 16:11:32 -0800,American,Eastern Time (US & Canada),@AmericanAir um no hang new w ?
0,5.70011304221667E+017,2015-02-23 16:04:19 -0800,American,nan,"@AmericanAir hey aa mistake make cr flight book problems call reservations #, keep get hang advise"
0,5.70011216313131E+017,2015-02-23 16:03:58 -0800,American,nan,@AmericanAir email aadvantage status match ... still wait not wait move @united help :)
0,5.70010327036735E+017,2015-02-23 16:00:26 -0800,American,Atlantic Time (Canada),@AmericanAir try great week receive 
0,5.70009856851222E+017,2015-02-23 15:58:34 -0800,American,Eastern Time (US & Canada),@AmericanAir not pillow blanket flight home 40 people bad things hair
0,5.70009228867293E+017,2015-02-23 15:56:05 -0800,American,Pacific Time (US & Canada),@AmericanAir go nightmare guy yesterday ? zero response tweet last send
0,5.70009017625526E+017,2015-02-23 15:55:14 -0800,American,Eastern Time (US & Canada),@AmericanAir try site amp not allow reason not allow board morning try diff airline work trip
0,5.700090088175E+017,2015-02-23 15:55:12 -0800,American,nan,@AmericanAir buy plane ticket 2 months ago still not receive flight info ticket email come ?
0,5.70008958691365E+017,2015-02-23 15:55:00 -0800,American,Eastern Time (US & Canada),@AmericanAir dca baggage claim employees realize please thank apology go long way #customerservice #DCA
0,5.70008661885526E+017,2015-02-23 15:53:49 -0800,American,nan,@AmericanAir 2/2 take cost flight bank account not get refund 2 weeks ? loyal customer
0,5.70008179280646E+017,2015-02-23 15:51:54 -0800,American,nan,@AmericanAir take day work drive 9 hours round trip rescue daughter 3 students laguardia thank
0,5.70007852724699E+017,2015-02-23 15:50:36 -0800,American,Alaska,@AmericanAir airline ridiculous
0,5.70007830083854E+017,2015-02-23 15:50:31 -0800,American,nan,@AmericanAir group minor children break group still miami delta much better customer service
2,5.70007324380631E+017,2015-02-23 15:48:31 -0800,American,Central Time (US & Canada),@AmericanAir way get record flight take ?
4,5.70006834674835E+017,2015-02-23 15:46:34 -0800,American,nan,@AmericanAir thank response get resolve counter
0,5.70006830405046E+017,2015-02-23 15:46:33 -0800,American,nan,"@AmericanAir one original arrival time 10:14am, say may 9:19pm central not impress"
0,5.70006768681493E+017,2015-02-23 15:46:18 -0800,American,Eastern Time (US & Canada),@AmericanAir flight 1389 las vegas dfw cancel flightled hold forever still not speak anyone pls help
0,5.70006737190855E+017,2015-02-23 15:46:11 -0800,American,Quito,@AmericanAir every time try call tell try late flightr hang
0,5.70006707935572E+017,2015-02-23 15:46:04 -0800,American,Eastern Time (US & Canada),@AmericanAir rebooked different airport throw wrench plan 
0,5.70006301968867E+017,2015-02-23 15:44:27 -0800,American,nan,@AmericanAir crew best could control get one chance honeymoon amp fail miserably
0,5.70006028864999E+017,2015-02-23 15:43:22 -0800,American,Pacific Time (US & Canada),@AmericanAir thx someone pick 45 minutes
0,5.70004771496714E+017,2015-02-23 15:38:22 -0800,American,nan,@AmericanAir overbooked business class mia uvf correct seat move back economy special day
4,5.70004519679074E+017,2015-02-23 15:37:22 -0800,American,London,@AmericanAir no kid go take beat apron ... good lookin plan
0,5.70003289326158E+017,2015-02-23 15:32:28 -0800,American,nan,@AmericanAir unacceptable
0,5.70003144366793E+017,2015-02-23 15:31:54 -0800,American,nan,@AmericanAir not fund purchase another ticket ? error would family miss funeral
0,5.70003097554006E+017,2015-02-23 15:31:43 -0800,American,Central Time (US & Canada),@AmericanAir miss whole days worth work tomorrow suree guy not care
0,5.70002971678757E+017,2015-02-23 15:31:13 -0800,American,Central Time (US & Canada),@AmericanAir big company happy something customer cost delay oh mention
0,5.70002805295096E+017,2015-02-23 15:30:33 -0800,American,Central Time (US & Canada),@AmericanAir ticket pending 4 days normal take long ?? want make sure not problem
0,5.70002679142855E+017,2015-02-23 15:30:03 -0800,American,Central Time (US & Canada),@AmericanAir bad cs back @JetBlue least stick look apologize trouble
0,5.70002432375149E+017,2015-02-23 15:29:04 -0800,American,Central Time (US & Canada),@AmericanAir delay know get not credit anybody back supervisor cut speak
0,5.70002269577441E+017,2015-02-23 15:28:25 -0800,American,Central Time (US & Canada),@AmericanAir free check bag food comp fly credit something help additional 200 dollars hole
0,5.70002236065116E+017,2015-02-23 15:28:17 -0800,American,Eastern Time (US & Canada),@AmericanAir yes no response
0,5.70002186991763E+017,2015-02-23 15:28:06 -0800,American,Sydney,@AmericanAir bag check cancel flightled flight 362 arrive mke ? not much help grnd staff havoc dfw
0,5.70002083832734E+017,2015-02-23 15:27:41 -0800,American,Eastern Time (US & Canada),@AmericanAir would like know bag get not already no accountability cust service
0,5.7000205110877E+017,2015-02-23 15:27:33 -0800,American,Central Time (US & Canada),@AmericanAir never fly guy stick memphis another day call credit something anything
2,5.70001483472757E+017,2015-02-23 15:25:18 -0800,American,Hawaii,@AmericanAir not jealous live sydney T-shirt jeans not suit office work need suit warm jacket
0,5.70001418825949E+017,2015-02-23 15:25:03 -0800,American,nan,@AmericanAir @Rizzilient book ticket use miles need change date try get advantage rep 4 two days
0,5.70001282603229E+017,2015-02-23 15:24:30 -0800,American,nan,@AmericanAir company hell no consideration customers give hundreds millions dollars per year #SMH
2,5.70001183600812E+017,2015-02-23 15:24:06 -0800,American,Central Time (US & Canada),@AmericanAir no snow St. louis cold no snow hub flight welcome
0,5.70001092206924E+017,2015-02-23 15:23:45 -0800,American,Eastern Time (US & Canada),@AmericanAir take flight yesterday fron TPA-DFW-AUS. bag go iah today bag go IAH-DFW back iah still no bag
0,5.7000080562695E+017,2015-02-23 15:22:36 -0800,American,Central Time (US & Canada),@AmericanAir absolutely unacceptable call day hang every time need 5 minute bite help
0,5.70000777768346E+017,2015-02-23 15:22:30 -0800,American,nan,@AmericanAir envoy airlines disgrace aa family nothing delay cancel flightlations week week
0,5.70000126636216E+017,2015-02-23 15:19:54 -0800,American,Atlantic Time (Canada),@AmericanAir not weather logistics hold 90 minutes call ? not get desk agents ?
2,5.70000101654925E+017,2015-02-23 15:19:48 -0800,American,Eastern Time (US & Canada),@AmericanAir send info via dm truly hope resolve quickly .# media #filmcrew #cnn #nbc
0,5.6999964051637E+017,2015-02-23 15:17:59 -0800,American,nan,@AmericanAir never anything bad say no love faithful customers
0,5.69999632920674E+017,2015-02-23 15:17:57 -0800,American,Alaska,@AmericanAir also agent not aware clearly http://t.co/FWKJ49B1LE
0,5.69999295631528E+017,2015-02-23 15:16:36 -0800,American,Alaska,@AmericanAir additional fare cost 19.. tix change price 195 uk pound ($ 304 ).$ 19 not issue 195 uk pound !# badcustomerservice
0,5.69999091028984E+017,2015-02-23 15:15:48 -0800,American,nan,@AmericanAir fly american family severe weather excuse not call make change computer not modify
2,5.69999076143423E+017,2015-02-23 15:15:44 -0800,American,Atlantic Time (Canada),@AmericanAir amen
0,5.69998992475628E+017,2015-02-23 15:15:24 -0800,American,Alaska,@AmericanAir no meelan not afford supervisor include conversation pls check rec call #badcustomerservice
0,5.69998668775862E+017,2015-02-23 15:14:07 -0800,American,nan,@AmericanAir last night 'severe weather could make need change fair go 150
4,5.6999812099976E+017,2015-02-23 15:11:56 -0800,American,Central Time (US & Canada),@AmericanAir thank aa upgrade today get new flight first one cancel flightled
0,5.69997655713174E+017,2015-02-23 15:10:05 -0800,American,Eastern Time (US & Canada),@AmericanAir worst flight change policy no mercy no sympathy bummer not go funerals see friends bc
0,5.69997258772455E+017,2015-02-23 15:08:31 -0800,American,Central Time (US & Canada),@AmericanAir not much point trip already
2,5.69997215453856E+017,2015-02-23 15:08:20 -0800,American,Eastern Time (US & Canada),@AmericanAir basically right http://t.co/IN24Bpb7dw
2,5.69997196298293E+017,2015-02-23 15:08:16 -0800,American,nan,@AmericanAir #epicfail connections #Chicago today extremely disappoint w/ unaccommodating customer service rethink loyalty 
2,5.69996776436068E+017,2015-02-23 15:06:36 -0800,American,Eastern Time (US & Canada),@AmericanAir well fly @JetBlue instead free credit actually work
0,5.69996647100346E+017,2015-02-23 15:06:05 -0800,American,Pacific Time (US & Canada),@AmericanAir message please someone contact us immediately
0,5.69996479416439E+017,2015-02-23 15:05:25 -0800,American,Central Time (US & Canada),@AmericanAir not @dfwairport capability spread salt runway ?!
0,5.69995513623409E+017,2015-02-23 15:01:35 -0800,American,nan,@AmericanAir 3349 suppose little rock 10am morning
2,5.69995335893848E+017,2015-02-23 15:00:52 -0800,American,Central Time (US & Canada),@AmericanAir boom http://t.co/PzGc6Jch7n
0,5.699952122962E+017,2015-02-23 15:00:23 -0800,American,nan,@AmericanAir already speak line unwilling help really poor support #hitawall
4,5.69994134997611E+017,2015-02-23 14:56:06 -0800,American,America/Los_Angeles,@AmericanAir first ride new 737-800 new interior seat video nice improvement !# newplanesmell http://t.co/dJJjN9sLHT
4,5.6999409014791E+017,2015-02-23 14:55:55 -0800,American,Central Time (US & Canada),@AmericanAir no worry good one !!
2,5.69993908324663E+017,2015-02-23 14:55:12 -0800,American,Pacific Time (US & Canada),@AmericanAir yes thank find not see gray tab first :)
0,5.69993494715978E+017,2015-02-23 14:53:33 -0800,American,Central Time (US & Canada),@AmericanAir seriously cat dead go pissed/very thankful evil want soul
0,5.69993218730934E+017,2015-02-23 14:52:27 -0800,American,London,@AmericanAir not legs damage seat damage expensive case not offer anything.Just apology 6wks late flightr
0,5.69993098023064E+017,2015-02-23 14:51:59 -0800,American,nan,@AmericanAir @USAirways try understand let handle situation guess wrong
0,5.69992886256833E+017,2015-02-23 14:51:08 -0800,American,nan,@AmericanAir @USAirways hour phone best tell send maybe bank misplace ...
2,5.69992815624782E+017,2015-02-23 14:50:51 -0800,American,Brasilia,@AmericanAir chariot tonight angle look like 787 no ? http://t.co/3ZZKQWWbJz
0,5.69992712117748E+017,2015-02-23 14:50:27 -0800,American,nan,@AmericanAir @USAirways day come suppose get money back bank not receive anything
0,5.69992708447711E+017,2015-02-23 14:50:26 -0800,American,Quito,@AmericanAir no call corporate
0,5.69992602025644E+017,2015-02-23 14:50:00 -0800,American,London,@AmericanAir not understand part oneworld member treat customers fairly #tcf #oldplanes #damageluggage
0,5.69992310563451E+017,2015-02-23 14:48:51 -0800,American,London,@AmericanAir probs worst customer service ever reply complaint submit 6 weeks ago bout damage bag ... not even replace
0,5.69991566087074E+017,2015-02-23 14:45:53 -0800,American,Eastern Time (US & Canada),@AmericanAir cancel flightled ticket take two months ++ refund still wait
2,5.6999048145254E+017,2015-02-23 14:41:35 -0800,American,Brisbane,@AmericanAir new market song ? https://t.co/F2LFULCbQ7 let us know think ? http://t.co/NBZkhiZF3V
0,5.69990229576196E+017,2015-02-23 14:40:35 -0800,American,nan,@AmericanAir thank hope get movies tv 's break flight
0,5.6998969744914E+017,2015-02-23 14:38:28 -0800,American,Eastern Time (US & Canada),@AmericanAir thank entirely unhelpful waste hours time today
0,5.69989598388085E+017,2015-02-23 14:38:04 -0800,American,Eastern Time (US & Canada),well @AmericanAir not fly rebooked jetblue credit actually work free
0,5.69989551051178E+017,2015-02-23 14:37:53 -0800,American,Eastern Time (US & Canada),@AmericanAir check ? break tablet see attach picture .# media #filmcrew #nbc #cnn http://t.co/Uq2ooPjPwg
2,5.69989330057343E+017,2015-02-23 14:37:00 -0800,American,Pacific Time (US & Canada),@AmericanAir originate sfo go lax
0,5.69989252613689E+017,2015-02-23 14:36:42 -0800,American,Pacific Time (US & Canada),@AmericanAir call morning still not get need chge flight week !!!!!
2,5.69988849608364E+017,2015-02-23 14:35:06 -0800,American,Central Time (US & Canada),@AmericanAir guy talk americans ecuador read https://t.co/5ON3KlzVMT
0,5.69988479540695E+017,2015-02-23 14:33:38 -0800,American,Central Time (US & Canada),@AmericanAir prob give refund since make miss flight wait talk someone 3 hours ... http://t.co/4SFpcbyy9m
2,5.69988207489778E+017,2015-02-23 14:32:33 -0800,American,nan,@AmericanAir try ... @USAirways anyway
0,5.6998801607415E+017,2015-02-23 14:31:47 -0800,American,Arizona,@AmericanAir oh receive back email say delay happen'.. uh huh..
0,5.69987992858837E+017,2015-02-23 14:31:42 -0800,American,Quito,@AmericanAir place hold complete payment ? not see way reservations page
0,5.69986978684363E+017,2015-02-23 14:27:40 -0800,American,Eastern Time (US & Canada),@AmericanAir bad weather happen not able get reservations rep 6 hours crazy .# frustrate
2,5.69986326168269E+017,2015-02-23 14:25:04 -0800,American,Central Time (US & Canada),@AmericanAir flight get chicago
0,5.69986246648443E+017,2015-02-23 14:24:45 -0800,American,Eastern Time (US & Canada),@AmericanAir customer svc reps unable handle call 24hrs cancel flightlation policy ? book yesterday need cancel flight
0,5.69986129820197E+017,2015-02-23 14:24:17 -0800,American,nan,@AmericanAir bad weather understandable pilot say 160 people call zero bag plane
0,5.6998568572321E+017,2015-02-23 14:22:31 -0800,American,nan,@AmericanAir yep file claim heathrow yesterday promise call morning update get nothing
0,5.69984380061352E+017,2015-02-23 14:17:20 -0800,American,Pacific Time (US & Canada),@AmericanAir seem impossible contact anyone airline get item leave board plane 5 min deplane
0,5.69984339800416E+017,2015-02-23 14:17:11 -0800,American,Central Time (US & Canada),@AmericanAir fly chi instead get ride mke say bag would go mke today cancel flightled flight tho ?
0,5.69983967467868E+017,2015-02-23 14:15:42 -0800,American,Eastern Time (US & Canada),@AmericanAir stick gate miami jfk flight 1510 go get tonight ? frustrate
0,5.69983854464922E+017,2015-02-23 14:15:15 -0800,American,Pacific Time (US & Canada),@AmericanAir understand busy amp best frustration automate call change flight w/o allow talk
0,5.69983373378253E+017,2015-02-23 14:13:20 -0800,American,nan,@AmericanAir help say ud chnge retrn flght since miss connection sit amp ur not pickng phone.Only hve 18 hrs leave
0,5.69983093341348E+017,2015-02-23 14:12:13 -0800,American,Atlantic Time (Canada),@AmericanAir almost month still no response online complaint/questions. 300
0,5.69983030108025E+017,2015-02-23 14:11:58 -0800,American,nan,@AmericanAir bad weather happen lack preparation inexcusable depend good weather not good business model
0,5.69982323598369E+017,2015-02-23 14:09:10 -0800,American,Central Time (US & Canada),@AmericanAir us4623 go time still deplane 4:08? bs
2,5.6998196865552E+017,2015-02-23 14:07:45 -0800,American,Eastern Time (US & Canada),@AmericanAir next exactly ?!
4,5.69981947612676E+017,2015-02-23 14:07:40 -0800,American,Central Time (US & Canada),@AmericanAir flight tomorrow cancel flightled new one book seat take care tweet commend service thank
0,5.69981899332059E+017,2015-02-23 14:07:29 -0800,American,Eastern Time (US & Canada),@AmericanAir instead yell tell call number not pick due call volume
0,5.69981722470834E+017,2015-02-23 14:06:47 -0800,American,Eastern Time (US & Canada),@AmericanAir boston airport problem agents not honor voucher one number rub
2,5.69981614543008E+017,2015-02-23 14:06:21 -0800,American,nan,@AmericanAir see photo b787 scale model amp pn 320008a wheel deflator specify chapter 32 b787 amm http://t.co/kfD4WQRkLW
0,5.69981473060561E+017,2015-02-23 14:05:47 -0800,American,Central Time (US & Canada),@AmericanAir guess bs airportcardio give not time flight
2,5.69980963926766E+017,2015-02-23 14:03:46 -0800,American,nan,@AmericanAir see photo 787 model amp pn 320008a wheel deflator specify chapter 32 b787 amm http://t.co/oilnCfWEyg
0,5.69980695184957E+017,2015-02-23 14:02:42 -0800,American,Central Time (US & Canada),@AmericanAir really explain customer service gate agent 1152 c4 could not bother
0,5.69980631548973E+017,2015-02-23 14:02:26 -0800,American,Central Time (US & Canada),@AmericanAir wife flt bro tul via dfw cancel flight buy swa flight get home partial refund dm plz ?
0,5.69980365386809E+017,2015-02-23 14:01:23 -0800,American,nan,@AmericanAir try get reservations since yesterday make change reservation hold ?
0,5.69980358206362E+017,2015-02-23 14:01:21 -0800,American,Eastern Time (US & Canada),@AmericanAir thank miss dog delay cost lot money
4,5.69979612865925E+017,2015-02-23 13:58:24 -0800,American,Atlantic Time (Canada),@AmericanAir yes say deliver within 6 hours pick line
0,5.6997880469067E+017,2015-02-23 13:55:11 -0800,American,Eastern Time (US & Canada),@AmericanAir still not get change flight really important plz help
2,5.6997831507261E+017,2015-02-23 13:53:14 -0800,American,Central Time (US & Canada),@AmericanAir 3127 land light
0,5.6997831215759E+017,2015-02-23 13:53:13 -0800,American,Pacific Time (US & Canada),"@AmericanAir end email #Complaint customer.relations@ aa.com, hope work .# travelproblems"
0,5.69978298765345E+017,2015-02-23 13:53:10 -0800,American,nan,@AmericanAir tomorrow sit show flight 1642 ewr cancel flightled ?
2,5.69978119530029E+017,2015-02-23 13:52:28 -0800,American,Eastern Time (US & Canada),@AmericanAir pet allow first class ?
0,5.69977887136342E+017,2015-02-23 13:51:32 -0800,American,Quito,@AmericanAir lie lose bag suppose trust live thousands feet air ...
0,5.69977806320476E+017,2015-02-23 13:51:13 -0800,American,Pacific Time (US & Canada),@AmericanAir not help seat take way handle high volume call days
0,5.69977585003827E+017,2015-02-23 13:50:20 -0800,American,Eastern Time (US & Canada),@AmericanAir worst first class board service ever
0,5.69977521690669E+017,2015-02-23 13:50:05 -0800,American,nan,@AmericanAir disgust chicken entree ever see standards seriously nosedive .# newamerican http://t.co/56eSsfOOwt
0,5.69977357055865E+017,2015-02-23 13:49:26 -0800,American,Eastern Time (US & Canada),@AmericanAir tryin book flight not get ahold anyone
2,5.69976751205585E+017,2015-02-23 13:47:01 -0800,American,Pacific Time (US & Canada),@AmericanAir upgrade next flight ?
0,5.69976628220183E+017,2015-02-23 13:46:32 -0800,American,Eastern Time (US & Canada),@AmericanAir finally final destination not w/o extra significant travel expense amp miss work resolve experience ?
2,5.69976293573448E+017,2015-02-23 13:45:12 -0800,American,nan,@AmericanAir change dest city award reservation party 4 fee 150 pax 150 first 25 rest ?
4,5.69976030708048E+017,2015-02-23 13:44:10 -0800,American,nan,@AmericanAir delaney shawn dfw show exceptional customer service today happily choose aa whenever possible thank
0,5.69975778953142E+017,2015-02-23 13:43:09 -0800,American,nan,@AmericanAir another customer non service wait solve problem would miss funeral suck
0,5.69975659730051E+017,2015-02-23 13:42:41 -0800,American,nan,@AmericanAir already share nothing
0,5.6997565069133E+017,2015-02-23 13:42:39 -0800,American,nan,@AmericanAir @kanne822 @SouthwestAir better aa
0,5.69975294158901E+017,2015-02-23 13:41:14 -0800,American,nan,@AmericanAir really not though agent worry reservation help
0,5.69975287364002E+017,2015-02-23 13:41:12 -0800,American,Arizona,@AmericanAir listen delay message phone another delay message come get shit together
0,5.69975175321653E+017,2015-02-23 13:40:46 -0800,American,West Central Africa,@AmericanAir hi get error msg try check line state wrong pass #. ticket rcvd aa due train dfw know ?
0,5.69975126659342E+017,2015-02-23 13:40:34 -0800,American,Central Time (US & Canada),@AmericanAir employee gate 45 jfk tell people bag not fit need check clearly fit #AA291
4,5.69975113694761E+017,2015-02-23 13:40:31 -0800,American,nan,@AmericanAir thank ... finally get afternoon .:)
0,5.69975063094501E+017,2015-02-23 13:40:19 -0800,American,Arizona,@AmericanAir wait delay plane sit plane hour wait late flight passenger bs too..
0,5.69974766393823E+017,2015-02-23 13:39:08 -0800,American,Quito,@AmericanAir bag ?!?!?!
2,5.69974705811108E+017,2015-02-23 13:38:54 -0800,American,Arizona,@AmericanAir 639
0,5.69974668406297E+017,2015-02-23 13:38:45 -0800,American,Arizona,@AmericanAir not true !! stop make excuse either overbook crappy plan
2,5.69974641214644E+017,2015-02-23 13:38:38 -0800,American,nan,@AmericanAir #AmericanAirlines approach mex .... http://t.co/se57dmjHiW
0,5.69974508435563E+017,2015-02-23 13:38:07 -0800,American,Central Time (US & Canada),@AmericanAir no book seat dallas live dallas real nice gate agent exit row available tell not available
0,5.69974423903715E+017,2015-02-23 13:37:46 -0800,American,Quito,@AmericanAir pay use paypal online charge 'System error end call
4,5.69974318463119E+017,2015-02-23 13:37:21 -0800,American,Buenos Aires,@AmericanAir #AATeam thank work rigorous weather condition
0,5.69974287286845E+017,2015-02-23 13:37:14 -0800,American,Eastern Time (US & Canada),@AmericanAir ask exception staffer move last minute nonprofit amp lose 400 want change ticket
4,5.69974234908389E+017,2015-02-23 13:37:01 -0800,American,Hawaii,@AmericanAir thank look forward response
0,5.69973945270546E+017,2015-02-23 13:35:52 -0800,American,Central Time (US & Canada),@AmericanAir advantage agents horrible wait 5 hours call back hang rude agent
0,5.6997350439064E+017,2015-02-23 13:34:07 -0800,American,Atlantic Time (Canada),@AmericanAir yes issue site well unfortunately
2,5.69973352837853E+017,2015-02-23 13:33:31 -0800,American,nan,@AmericanAir see new american airlines credit card replace usairways dividend mastercard ?
0,5.69973337050341E+017,2015-02-23 13:33:27 -0800,American,Central Time (US & Canada),@AmericanAir wife stick #Brownsville chance get flight ? need work tomorrow morning
0,5.69973278699352E+017,2015-02-23 13:33:13 -0800,American,Eastern Time (US & Canada),@AmericanAir year think ?
4,5.6997310507599E+017,2015-02-23 13:32:32 -0800,American,Central Time (US & Canada),@AmericanAir thank truly appreciate help send dm
0,5.69973034880098E+017,2015-02-23 13:32:15 -0800,American,nan,"@americanair best 800 message say use website website say need call not answer ,# hardtodo"
0,5.69972985521533E+017,2015-02-23 13:32:03 -0800,American,Eastern Time (US & Canada),@AmericanAir try get flight change dallas call number say thank call hang guess stick
0,5.69972935227675E+017,2015-02-23 13:31:52 -0800,American,Central Time (US & Canada),"@AmericanAir aa1675 airplane sit 24 hrs mechanical problems.BTW, aa desk unorganized"
0,5.69972777593262E+017,2015-02-23 13:31:14 -0800,American,nan,@AmericanAir Miami-PhL flight cancel flightled get gate no one aa around no one phone awful awful awful
0,5.69972721901277E+017,2015-02-23 13:31:01 -0800,American,Quito,@AmericanAir care less without bag day week 3 stories last 3 hours ... want bag
0,5.69972513721229E+017,2015-02-23 13:30:11 -0800,American,nan,@AmericanAir hah best flight attendant response not happy get screw carriers hahahah pathetic
0,5.69972422130033E+017,2015-02-23 13:29:49 -0800,American,Central Time (US & Canada),"@AmericanAir aa1675 flight jamaica cancel flightled yesterday due 'weather', flight still land dfw"
2,5.69972047931003E+017,2015-02-23 13:28:20 -0800,American,Pacific Time (US & Canada),@AmericanAir board 2mins yay !!!!
0,5.69971998572589E+017,2015-02-23 13:28:08 -0800,American,nan,@AmericanAir liar no precipitation day 47 degrees not pacify look like fool ... ... .that problem admit suck
4,5.6997175649833E+017,2015-02-23 13:27:10 -0800,American,Madrid,@AmericanAir thank much
0,5.69971722155209E+017,2015-02-23 13:27:02 -0800,American,nan,@AmericanAir 12 call span two days ... ... ..none available speak someone un F-in believable worst ever
0,5.69971637296083E+017,2015-02-23 13:26:42 -0800,American,nan,@AmericanAir @elwoodblues77 sure understand rule guy zero customer service staff damn counter
0,5.69971216934527E+017,2015-02-23 13:25:02 -0800,American,nan,@AmericanAir baggage handlers call dfw today ? no luggage onboard plan
0,5.6997082932226E+017,2015-02-23 13:23:29 -0800,American,Pacific Time (US & Canada),.@ americanair 50 minutes hold another 30 minutes call yes go push get airport time
2,5.69970775517741E+017,2015-02-23 13:23:17 -0800,American,Eastern Time (US & Canada),@AmericanAir hi discount award policy credit card holders change ? no longer see chart specials site thank
0,5.69970318305047E+017,2015-02-23 13:21:28 -0800,American,nan,@AmericanAir seat assignment process flight book problems mislead not pay extra select seat
0,5.69970235392074E+017,2015-02-23 13:21:08 -0800,American,Central Time (US & Canada),@AmericanAir not hire staff helpful inform nice customers ?
0,5.69969599711572E+017,2015-02-23 13:18:36 -0800,American,Central Time (US & Canada),@AmericanAir rude ticket counter employees force wife standby push list.. bad day
0,5.6996945619087E+017,2015-02-23 13:18:02 -0800,American,Eastern Time (US & Canada),@AmericanAir agents dfw kind best help not make phx error attitude !# americant
0,5.69969455171813E+017,2015-02-23 13:18:02 -0800,American,Eastern Time (US & Canada),@AmericanAir not let reuse ticket thus book vacation delta never fly american ... ...
0,5.69969374875882E+017,2015-02-23 13:17:43 -0800,American,Atlantic Time (Canada),@AmericanAir 2 hrs guess hang amp give use award miles price jump ? hm thank http://t.co/LE4H2gTzXZ
0,5.69969267589947E+017,2015-02-23 13:17:17 -0800,American,nan,@AmericanAir need hold get call back get hang phone system 6+ hours
0,5.69968904409215E+017,2015-02-23 13:15:50 -0800,American,Eastern Time (US & Canada),@AmericanAir rude unprofessional not helpful help try get home #aaadvantage #loyal aa customer dissatisfy
0,5.69968010431066E+017,2015-02-23 13:12:17 -0800,American,Eastern Time (US & Canada),@AmericanAir work comm skills w hate agents phx say confirm flight dfw amp get standby
4,5.69967909155447E+017,2015-02-23 13:11:53 -0800,American,Beijing,@AmericanAir thank assistance
0,5.69967897600139E+017,2015-02-23 13:11:50 -0800,American,nan,@AmericanAir hello question many balloon think take life one plan ?
0,5.69967441591145E+017,2015-02-23 13:10:02 -0800,American,nan,@AmericanAir need2know able reach ind today.Rather stay maf fly dfw amp find not travel http://t.co/gVgKHbx1RB
0,5.69967045544006E+017,2015-02-23 13:08:27 -0800,American,Pacific Time (US & Canada),@AmericanAir try hardest not get frustrate get no response email phone aa owe 500 claim
0,5.6996682663911E+017,2015-02-23 13:07:35 -0800,American,nan,@AmericanAir hi flight dallas cancel flightled go la pls help rebook ?
0,5.69966496698343E+017,2015-02-23 13:06:16 -0800,American,Quito,@AmericanAir 2nd time 4 days flight delay gate agent not say anything thank memories .# neveragain
2,5.69966076047438E+017,2015-02-23 13:04:36 -0800,American,nan,@AmericanAir thank tell go airport check agent-what ? http://t.co/PfseNJk5Pw
2,5.69966060926947E+017,2015-02-23 13:04:33 -0800,American,Pacific Time (US & Canada),@AmericanAir best number use ?
0,5.69965873752105E+017,2015-02-23 13:03:48 -0800,American,Central Time (US & Canada),@AmericanAir call cue 11 hours no call yet wife cue 9 hours get call hang
0,5.69965247093731E+017,2015-02-23 13:01:19 -0800,American,Central Time (US & Canada),@AmericanAir phone 47 minutes ... say would 10 ... advice ?
4,5.69964670531973E+017,2015-02-23 12:59:01 -0800,American,nan,@AmericanAir chicago see seat 6a aa 1620 far great ride pdx http://t.co/X4rsvAGIjN
4,5.6996449306692E+017,2015-02-23 12:58:19 -0800,American,nan,@AmericanAir thank delivery status ??
0,5.69964335038124E+017,2015-02-23 12:57:41 -0800,American,nan,@AmericanAir not believe acceptable ticket #changed check time amp not notify apparently standard
0,5.69964162979222E+017,2015-02-23 12:57:00 -0800,American,Pacific Time (US & Canada),@AmericanAir need complain aa email form field not allow enough character complaint real email address ?
